time,pnl,equity,side,enter,exit
2022-01-07 07:46:00+00:00,0.003963180248602938,9999.92970907523,-1,,tp/sl
2022-01-07 07:46:00+00:00,0.003963180234009771,9999.933672255464,-1,,tp/sl
2022-01-08 07:00:00+00:00,-3.494413732843285e-05,9999.933637311326,1,y,
2022-01-08 07:01:00+00:00,-3.492623316471295e-05,9999.933602385092,1,y,
2022-01-08 07:02:00+00:00,-0.0030348964721856066,9999.93056748862,1,,tp/sl
2022-01-08 07:04:00+00:00,0.003965018182810263,9999.934532506802,1,,tp/sl
2022-01-08 07:05:00+00:00,-3.4962577440377e-05,9999.934497544225,1,y,
2022-01-08 07:06:00+00:00,0.003964982759979357,9999.938462526985,1,,tp/sl
2022-01-08 07:06:00+00:00,-3.499316676190038e-05,9999.938427533818,1,y,
2022-01-08 07:07:00+00:00,0.003964948781946944,9999.9423924826,1,,tp/sl
2022-01-08 07:07:00+00:00,-3.5028716816957595e-05,9999.942357453883,1,y,
2022-01-08 07:08:00+00:00,-3.5051600075784846e-05,9999.942322402283,1,y,
2022-01-08 07:09:00+00:00,-3.503628828057633e-05,9999.942287365995,1,y,
2022-01-08 07:10:00+00:00,-3.505014878556818e-05,9999.942252315846,1,y,
2022-01-08 07:11:00+00:00,0.003964914908224282,9999.946217230754,1,,tp/sl
2022-01-08 07:11:00+00:00,-3.5064162167891124e-05,9999.946182166592,1,y,
2022-01-08 07:12:00+00:00,-0.0030350230566348188,9999.943147143535,1,,tp/sl
2022-01-08 07:12:00+00:00,-3.504128069625834e-05,9999.943112102254,1,y,
2022-01-08 07:13:00+00:00,-0.003034977919304874,9999.940077124334,1,,tp/sl
2022-01-08 07:13:00+00:00,-0.003034977908666729,9999.937042146426,1,,tp/sl
2022-01-08 07:13:00+00:00,-0.0030349778980332314,9999.93400716853,1,,tp/sl
2022-01-08 07:13:00+00:00,-0.0030349781589753206,9999.93097219037,1,,tp/sl
2022-01-08 07:14:00+00:00,-3.494068810114143e-05,9999.930937249683,1,y,
2022-01-08 07:15:00+00:00,-3.494264055536468e-05,9999.930902307042,1,y,
2022-01-08 07:16:00+00:00,-3.495097236149364e-05,9999.93086735607,1,y,
2022-01-08 07:17:00+00:00,-0.0030348951383445287,9999.927832460931,1,,tp/sl
2022-01-08 07:17:00+00:00,-0.0030348951277403237,9999.924797565804,1,,tp/sl
2022-01-08 07:17:00+00:00,-0.0030348951171355254,9999.921762670687,1,,tp/sl
2022-01-08 07:17:00+00:00,-3.4917914514948366e-05,9999.921727752771,1,y,
2022-01-08 07:18:00+00:00,-3.494294511131842e-05,9999.921692809827,-1,y,
2022-01-08 07:19:00+00:00,0.003965019404175988,9999.925657829232,1,,tp/sl
2022-01-08 07:19:00+00:00,-3.4947214521127325e-05,9999.925622882018,-1,y,
2022-01-08 07:20:00+00:00,-0.0030349635694093854,9999.922587918449,-1,,tp/sl
2022-01-08 07:20:00+00:00,-0.0030349647621826094,9999.919552953686,-1,,tp/sl
2022-01-08 07:20:00+00:00,-3.4984943491413905e-05,9999.919517968743,-1,y,
2022-01-08 07:21:00+00:00,-3.499531606995627e-05,9999.919482973428,-1,y,
2022-01-08 07:22:00+00:00,-3.4969673508635375e-05,9999.919448003755,1,y,
2022-01-08 07:24:00+00:00,0.00396496863971035,9999.923412972395,1,,tp/sl
2022-01-08 07:26:00+00:00,0.003965024333859611,9999.92737799673,-1,,tp/sl
2022-01-08 07:26:00+00:00,0.003965024319987151,9999.93134302105,-1,,tp/sl
2022-01-08 07:28:00+00:00,-3.491626292625769e-05,9999.931308104786,-1,y,
2022-01-08 07:29:00+00:00,-0.00303492909151085,9999.928273175694,-1,,tp/sl
2022-01-09 07:00:00+00:00,-3.444915063647097e-05,9999.928238726543,-1,y,
2022-01-09 07:01:00+00:00,-0.003034481659358914,9999.925204244884,-1,,tp/sl
2022-01-09 07:01:00+00:00,-3.450106683305072e-05,9999.925169743818,-1,y,
2022-01-09 07:02:00+00:00,-3.449838535368503e-05,9999.925135245432,-1,y,
2022-01-09 07:04:00+00:00,-3.45040097232205e-05,9999.925100741422,1,y,
2022-01-09 07:05:00+00:00,-0.0030345221084468045,9999.922066219315,-1,,tp/sl
2022-01-09 07:05:00+00:00,-0.003034522097977301,9999.919031697216,-1,,tp/sl
2022-01-09 07:05:00+00:00,0.003965425507163007,9999.922997122723,1,,tp/sl
2022-01-09 07:05:00+00:00,-3.454663953270802e-05,9999.922962576084,1,y,
2022-01-09 07:06:00+00:00,-3.4546708925788886e-05,9999.922928029375,1,y,
2022-01-09 07:07:00+00:00,-3.452879786070942e-05,9999.922893500578,1,y,
2022-01-09 07:09:00+00:00,-0.0030344972840213764,9999.919859003294,1,,tp/sl
2022-01-09 07:09:00+00:00,-0.0030344972735381276,9999.916824506021,1,,tp/sl
2022-01-09 07:13:00+00:00,0.003965412210906384,9999.920789918231,1,,tp/sl
2022-01-09 07:15:00+00:00,-3.452244669224901e-05,9999.920755395784,1,y,
2022-01-09 07:16:00+00:00,-3.45096690812317e-05,9999.920720886115,1,y,
2022-01-09 07:17:00+00:00,0.003965381640408581,9999.924686267756,1,,tp/sl
2022-01-09 07:17:00+00:00,0.003965381626719005,9999.928651649383,1,,tp/sl
2022-01-09 07:17:00+00:00,-3.458880273487326e-05,9999.928617060581,1,y,
2022-01-09 07:18:00+00:00,-3.4593114464262754e-05,9999.928582467466,1,y,
2022-01-09 07:19:00+00:00,-3.4576614436305785e-05,9999.928547890851,1,y,
2022-01-09 07:20:00+00:00,-0.0030345150079048523,9999.925513375843,1,,tp/sl
2022-01-09 07:20:00+00:00,-0.003034514997408754,9999.922478860846,1,,tp/sl
2022-01-09 07:20:00+00:00,-0.003034514986911346,9999.91944434586,1,,tp/sl
2022-01-09 07:20:00+00:00,-3.4538480594170844e-05,9999.919409807379,1,y,
2022-01-09 07:21:00+00:00,0.003965395311083361,9999.92337520269,1,,tp/sl
2022-01-09 07:21:00+00:00,-3.4574580228757495e-05,9999.923340628111,1,y,
2022-01-09 07:22:00+00:00,-3.456490026519336e-05,9999.92330606321,1,y,
2022-01-09 07:23:00+00:00,-0.0030345179388115585,9999.920271545272,1,,tp/sl
2022-01-09 07:23:00+00:00,-0.0030345179283197596,9999.917237027345,1,,tp/sl
2022-01-09 07:23:00+00:00,-3.4543005031382555e-05,9999.91720248434,1,y,
2022-01-09 07:24:00+00:00,-3.4552299025587966e-05,9999.91716793204,1,y,
2022-01-09 07:25:00+00:00,-3.457026190605171e-05,9999.91713336178,1,y,
2022-01-09 07:26:00+00:00,0.003965381196531763,9999.921098742976,1,,tp/sl
2022-01-09 07:26:00+00:00,0.0039653811828340305,9999.92506412416,1,,tp/sl
2022-01-09 07:26:00+00:00,-3.458782533403851e-05,9999.925029536334,1,y,
2022-01-09 07:27:00+00:00,-3.458837168488714e-05,9999.924994947964,1,y,
2022-01-09 07:30:00+00:00,0.003965360484191018,9999.928960308447,1,,tp/sl
2022-01-09 07:31:00+00:00,0.00396535185034124,9999.932925660298,1,,tp/sl
2022-01-09 07:31:00+00:00,0.003965351836625848,9999.936891012134,1,,tp/sl
2022-01-10 07:00:00+00:00,-3.3176341603014093e-05,9999.936857835792,1,y,
2022-01-10 07:01:00+00:00,-3.318646176376952e-05,9999.93682464933,1,y,
2022-01-10 07:02:00+00:00,-0.0030331463141529268,9999.933791503016,1,,tp/sl
2022-01-10 07:02:00+00:00,-3.31673466186499e-05,9999.933758335668,1,y,
2022-01-10 07:03:00+00:00,0.003966777345675575,9999.937725113014,1,,tp/sl
2022-01-10 07:03:00+00:00,-3.3198283970533485e-05,9999.937691914729,1,y,
2022-01-10 07:04:00+00:00,0.003966764020280552,9999.941658678748,1,,tp/sl
2022-01-10 07:04:00+00:00,-3.3212851945737e-05,9999.941625465897,1,y,
2022-01-10 07:05:00+00:00,-3.3196969680992815e-05,9999.941592268928,1,y,
2022-01-10 07:06:00+00:00,0.0039667403103699535,9999.945559009238,1,,tp/sl
2022-01-10 07:06:00+00:00,0.003966741857548289,9999.949525751095,1,,tp/sl
2022-01-10 07:06:00+00:00,-3.323691888387234e-05,9999.949492514177,1,y,
2022-01-10 07:07:00+00:00,0.003966716883358897,9999.953459231061,1,,tp/sl
2022-01-10 07:07:00+00:00,-3.326191935125006e-05,9999.95342596914,1,y,
2022-01-10 07:08:00+00:00,-0.003033223835248701,9999.950392745306,1,,tp/sl
2022-01-10 07:08:00+00:00,-3.323988727659432e-05,9999.95035950542,1,y,
2022-01-10 07:09:00+00:00,-3.32358444983537e-05,9999.950326269574,1,y,
2022-01-10 07:10:00+00:00,-3.3249590494331986e-05,9999.950293019983,1,y,
2022-01-10 07:11:00+00:00,-3.3239903123867626e-05,9999.95025978008,1,y,
2022-01-10 07:12:00+00:00,-3.3231012441418685e-05,9999.950226549068,1,y,
2022-01-10 07:13:00+00:00,-3.323198861152558e-05,9999.95019331708,1,y,
2022-01-10 07:14:00+00:00,-0.0030331864230014596,9999.947160130656,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.003033186685978294,9999.94412694397,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.0030331866758959657,9999.941093757294,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.0030331866658148635,9999.938060570628,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.0030331866557295915,9999.935027383972,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.003033186645647259,9999.931994197326,1,,tp/sl
2022-01-10 07:14:00+00:00,-0.0030331866355676226,9999.92896101069,1,,tp/sl
2022-01-10 07:14:00+00:00,-3.320359698271112e-05,9999.928927807094,1,y,
2022-01-10 07:15:00+00:00,-0.003033120933313555,9999.925894686161,1,,tp/sl
2022-01-10 07:15:00+00:00,-3.314433483222624e-05,9999.925861541826,1,y,
2022-01-10 07:17:00+00:00,-0.003033073642808809,9999.922828468183,1,,tp/sl
2022-01-10 07:17:00+00:00,-3.3093764271175484e-05,9999.92279537442,-1,y,
2022-01-10 07:18:00+00:00,-3.306748222342157e-05,9999.922762306936,-1,y,
2022-01-10 07:19:00+00:00,0.0039669463842645575,9999.92672925332,-1,,tp/sl
2022-01-10 07:19:00+00:00,0.0039669463711363385,9999.930696199692,-1,,tp/sl
2022-01-10 07:38:00+00:00,-3.290620469697253e-05,9999.930663293488,-1,y,
2022-01-10 07:39:00+00:00,-3.2906130720094146e-05,9999.930630387356,-1,y,
2022-01-10 07:40:00+00:00,0.003967098570967962,9999.934597485928,-1,,tp/sl
2022-01-10 07:40:00+00:00,0.003967098557913656,9999.938564584485,-1,,tp/sl
2022-01-11 07:00:00+00:00,-3.463043864351947e-05,9999.938529954046,1,y,
2022-01-11 07:01:00+00:00,-3.461760398297597e-05,9999.938495336442,-1,y,
2022-01-11 07:02:00+00:00,0.003965315198055728,9999.94246065164,1,,tp/sl
2022-01-11 07:02:00+00:00,-0.0030346417866440644,9999.939426009854,-1,,tp/sl
2022-01-11 07:02:00+00:00,-3.465813077634012e-05,9999.939391351723,-1,y,
2022-01-11 07:03:00+00:00,-3.4637938071673665e-05,9999.939356713785,-1,y,
2022-01-11 07:04:00+00:00,0.0039653522537392225,9999.94332206604,-1,,tp/sl
2022-01-11 07:04:00+00:00,-3.462143016603586e-05,9999.943287444608,-1,y,
2022-01-11 07:05:00+00:00,0.003965369323485314,9999.947252813932,-1,,tp/sl
2022-01-11 07:05:00+00:00,-3.4604360272148814e-05,9999.947218209572,-1,y,
2022-01-11 07:06:00+00:00,0.003965385600088297,9999.951183595173,-1,,tp/sl
2022-01-11 07:06:00+00:00,-3.4589655942726896e-05,9999.951149005517,-1,y,
2022-01-11 07:07:00+00:00,-3.458934513947774e-05,9999.951114416172,-1,y,
2022-01-11 07:08:00+00:00,0.003965422874357118,9999.955079839046,-1,,tp/sl
2022-01-11 07:08:00+00:00,0.003965424433086325,9999.95904526348,-1,,tp/sl
2022-01-11 07:08:00+00:00,0.003965424419369992,9999.9630106879,-1,,tp/sl
2022-01-11 07:08:00+00:00,-3.4553981229275755e-05,9999.962976133918,-1,y,
2022-01-11 07:09:00+00:00,-0.0030345749744185545,9999.959941558944,-1,,tp/sl
2022-01-11 07:09:00+00:00,-3.4583960605646376e-05,9999.959906974984,-1,y,
2022-01-11 07:10:00+00:00,-3.4579953685703036e-05,9999.95987239503,-1,y,
2022-01-11 07:11:00+00:00,-0.0030346386911761533,9999.956837756337,-1,,tp/sl
2022-01-11 07:11:00+00:00,-0.0030346386806811287,9999.953803117656,-1,,tp/sl
2022-01-11 07:11:00+00:00,-3.46485874479522e-05,9999.95376846907,-1,y,
2022-01-11 07:12:00+00:00,0.00396536335057543,9999.95773383242,-1,,tp/sl
2022-01-11 07:12:00+00:00,-3.461608428780148e-05,9999.957699216335,-1,y,
2022-01-11 07:13:00+00:00,-0.003034649563065739,9999.954664566772,-1,,tp/sl
2022-01-11 07:13:00+00:00,-3.466013228672513e-05,9999.95462990664,-1,y,
2022-01-11 07:14:00+00:00,-0.0030346872348372893,9999.951595219405,-1,,tp/sl
2022-01-11 07:14:00+00:00,-3.469872482648261e-05,9999.95156052068,-1,y,
2022-01-11 07:15:00+00:00,-3.4691497947825846e-05,9999.951525829181,1,y,
2022-01-11 07:16:00+00:00,-3.468053602796291e-05,9999.951491148646,1,y,
2022-01-11 07:17:00+00:00,0.003965327751726097,9999.955456476397,-1,,tp/sl
2022-01-11 07:17:00+00:00,-0.0030346383543974425,9999.952421838043,1,,tp/sl
2022-01-11 07:17:00+00:00,-0.0030346383438697756,9999.949387199698,1,,tp/sl
2022-01-11 07:17:00+00:00,-3.465497869938824e-05,9999.94935254472,1,y,
2022-01-11 07:18:00+00:00,-0.0030346124817016346,9999.946317932237,1,,tp/sl
2022-01-11 07:18:00+00:00,-3.462975490224131e-05,9999.946283302483,1,y,
2022-01-11 07:19:00+00:00,-3.462973799622704e-05,9999.946248672744,1,y,
2022-01-11 07:21:00+00:00,-0.003034567745915531,9999.943214104998,1,,tp/sl
2022-01-11 07:21:00+00:00,-0.0030345677354068406,9999.940179537263,1,,tp/sl
2022-01-12 07:08:00+00:00,-3.442856991086132e-05,9999.940145108694,1,y,
2022-01-12 07:09:00+00:00,0.003965493982459493,9999.944110602677,1,,tp/sl
2022-01-12 07:09:00+00:00,-3.4484202898707374e-05,9999.944076118474,1,y,
2022-01-12 07:10:00+00:00,-3.449246037592527e-05,9999.944041626013,1,y,
2022-01-12 07:11:00+00:00,-0.003034442450100783,9999.941007183563,1,,tp/sl
2022-01-12 07:11:00+00:00,-0.0030344424396366912,9999.937972741123,1,,tp/sl
2022-01-12 07:11:00+00:00,-3.4461295756245545e-05,9999.937938279827,1,y,
2022-01-12 07:12:00+00:00,-3.446452895196903e-05,9999.937903815298,1,y,
2022-01-12 07:13:00+00:00,0.003965484587582208,9999.941869299886,1,,tp/sl
2022-01-12 07:13:00+00:00,-3.4492714941397514e-05,9999.94183480717,1,y,
2022-01-12 07:14:00+00:00,-0.0030344017892416004,9999.938800405382,1,,tp/sl
2022-01-12 07:14:00+00:00,-0.0030344029820784336,9999.9357660024,1,,tp/sl
2022-01-12 07:14:00+00:00,-3.4422500267049286e-05,9999.935731579899,1,y,
2022-01-12 07:15:00+00:00,-3.442735475356532e-05,9999.935697152545,1,y,
2022-01-12 07:16:00+00:00,-3.4417099790036226e-05,9999.935662735445,1,y,
2022-01-12 07:17:00+00:00,-0.003034350552027988,9999.932628384893,1,,tp/sl
2022-01-12 07:17:00+00:00,-0.0030343505415829277,9999.92959403435,1,,tp/sl
2022-01-12 07:17:00+00:00,-0.0030343505311363943,9999.92655968382,1,,tp/sl
2022-01-12 07:17:00+00:00,-3.4371890569689066e-05,9999.926525311928,1,y,
2022-01-12 07:20:00+00:00,-3.436552818938831e-05,9999.9264909464,-1,y,
2022-01-12 07:21:00+00:00,-3.435595429184811e-05,9999.926456590445,-1,y,
2022-01-12 07:22:00+00:00,-0.0030343079609463537,9999.923422282483,1,,tp/sl
2022-01-12 07:22:00+00:00,0.003965640617201378,9999.9273879231,-1,,tp/sl
2022-01-12 07:22:00+00:00,-3.432789589982196e-05,9999.927353595205,-1,y,
2022-01-12 07:23:00+00:00,0.003965680535028328,9999.93131927574,-1,,tp/sl
2022-01-12 07:23:00+00:00,0.003965680890743247,9999.935284956631,-1,,tp/sl
2022-01-12 07:23:00+00:00,-3.428799151857393e-05,9999.93525066864,-1,y,
2022-01-12 07:32:00+00:00,-3.427931075651052e-05,9999.935216389329,-1,y,
2022-01-12 07:33:00+00:00,0.003965764246404737,9999.939182153576,-1,,tp/sl
2022-01-12 07:33:00+00:00,0.00396576423280684,9999.943147917807,-1,,tp/sl
2022-01-12 07:39:00+00:00,-3.4161339733081335e-05,9999.943113756468,-1,y,
2022-01-12 07:40:00+00:00,-0.0030341734439445008,9999.940079583024,-1,,tp/sl
2022-01-12 07:41:00+00:00,-3.4147156390141285e-05,9999.940045435867,-1,y,
2022-01-12 07:43:00+00:00,0.003965888027556148,9999.944011323894,-1,,tp/sl
2022-01-12 07:48:00+00:00,-3.411957396964777e-05,9999.94397720432,-1,y,
2022-01-12 07:49:00+00:00,-3.410785581262708e-05,9999.943943096465,-1,y,
2022-01-12 07:50:00+00:00,0.0039658954632968025,9999.947908991928,-1,,tp/sl
2022-01-12 07:50:00+00:00,-3.408005452767032e-05,9999.947874911873,-1,y,
2022-01-12 07:51:00+00:00,0.003965924109323337,9999.951840835984,-1,,tp/sl
2022-01-12 07:53:00+00:00,-0.003034094459785441,9999.948806741524,-1,,tp/sl
2022-01-13 07:00:00+00:00,-3.7672074582953137e-05,9999.94876906945,1,y,
2022-01-13 07:01:00+00:00,-0.003037624425443799,9999.945731445025,1,,tp/sl
2022-01-13 07:01:00+00:00,-3.76418718345368e-05,9999.945693803153,1,y,
2022-01-13 07:02:00+00:00,-0.0030375849883560145,9999.942656218163,1,,tp/sl
2022-01-13 07:02:00+00:00,-3.760335734715865e-05,9999.942618614807,1,y,
2022-01-13 07:05:00+00:00,0.003962341181932078,9999.946580955988,1,,tp/sl
2022-01-13 07:06:00+00:00,-3.769829798166199e-05,9999.94654325769,1,y,
2022-01-13 07:07:00+00:00,-0.003037656743691749,9999.943505600948,1,,tp/sl
2022-01-13 07:07:00+00:00,-3.767485780731266e-05,9999.94346792609,1,y,
2022-01-13 07:08:00+00:00,-3.7657428649654416e-05,9999.943430268662,1,y,
2022-01-13 07:09:00+00:00,0.003962273578155905,9999.94739254224,1,,tp/sl
2022-01-13 07:09:00+00:00,0.003962273563228012,9999.951354815805,1,,tp/sl
2022-01-13 07:09:00+00:00,-3.770595366896724e-05,9999.951317109852,1,y,
2022-01-13 07:10:00+00:00,-3.773429103835817e-05,9999.95127937556,1,y,
2022-01-13 07:11:00+00:00,0.00396222419194709,9999.955241599751,1,,tp/sl
2022-01-13 07:11:00+00:00,-3.775846464498194e-05,9999.955203841288,1,y,
2022-01-13 07:12:00+00:00,-3.774065166764979e-05,9999.955166100635,1,y,
2022-01-13 07:13:00+00:00,0.003962207983022643,9999.95912830862,1,,tp/sl
2022-01-13 07:13:00+00:00,0.003962209523033972,9999.963090518142,1,,tp/sl
2022-01-13 07:13:00+00:00,-3.777468828492122e-05,9999.963052743453,1,y,
2022-01-13 07:14:00+00:00,0.003962185259579425,9999.967014928712,1,,tp/sl
2022-01-13 07:14:00+00:00,-3.779898155320802e-05,9999.96697712973,1,y,
2022-01-13 07:15:00+00:00,-3.780471297897643e-05,9999.966939325017,1,y,
2022-01-13 07:18:00+00:00,0.003962147230409447,9999.970901472247,1,,tp/sl
2022-01-13 07:18:00+00:00,0.003962148785324432,9999.974863621032,1,,tp/sl
2022-01-13 07:18:00+00:00,0.003962148770347864,9999.978825769802,1,,tp/sl
2022-01-13 07:21:00+00:00,-3.7763913226681854e-05,9999.978788005888,1,y,
2022-01-13 07:22:00+00:00,-3.775150444191017e-05,9999.978750254384,1,y,
2022-01-13 07:23:00+00:00,-3.7751029061950225e-05,9999.978712503354,1,y,
2022-01-13 07:24:00+00:00,-3.7779988045458105e-05,9999.978674723367,1,y,
2022-01-13 07:25:00+00:00,0.003962199679292396,9999.982636923045,1,,tp/sl
2022-01-13 07:25:00+00:00,0.003962199664334464,9999.986599122709,1,,tp/sl
2022-01-13 07:25:00+00:00,-3.7793965426852024e-05,9999.986561328744,1,y,
2022-01-13 07:26:00+00:00,0.003962197854774474,9999.990523526598,1,,tp/sl
2022-01-13 07:26:00+00:00,-3.7795819741672904e-05,9999.990485730777,1,y,
2022-01-13 07:27:00+00:00,-3.780419541778774e-05,9999.990447926582,1,y,
2022-01-13 07:28:00+00:00,0.003962170558865627,9999.99441009714,1,,tp/sl
2022-01-13 07:29:00+00:00,-0.003037766086932027,9999.991372331053,1,,tp/sl
2022-01-13 07:29:00+00:00,-0.0030377672790757294,9999.988334563774,1,,tp/sl
2022-01-13 07:29:00+00:00,-0.003037767267594228,9999.985296796505,1,,tp/sl
2022-01-14 07:00:00+00:00,-3.8484358156782335e-05,9999.985258312146,1,y,
2022-01-14 07:01:00+00:00,-3.8470189775844964e-05,9999.985219841958,1,y,
2022-01-14 07:02:00+00:00,0.003961482690854465,9999.989181324649,1,,tp/sl
2022-01-14 07:02:00+00:00,-3.851352757621839e-05,9999.98914281112,1,y,
2022-01-14 07:03:00+00:00,0.003961463956218449,9999.993104275076,1,,tp/sl
2022-01-14 07:03:00+00:00,-3.853229258109008e-05,9999.993065742783,1,y,
2022-01-14 07:04:00+00:00,0.0039614209934847105,9999.997027163776,1,,tp/sl
2022-01-14 07:04:00+00:00,0.00396142254753221,10000.000988586324,1,,tp/sl
2022-01-14 07:14:00+00:00,-3.860376223082431e-05,10000.000949982561,1,y,
2022-01-14 07:15:00+00:00,-3.8600187233544176e-05,10000.000911382374,1,y,
2022-01-14 07:16:00+00:00,-0.0030385546302545466,9999.997872827744,1,,tp/sl
2022-01-14 07:16:00+00:00,-0.0030385546185245837,9999.994834273126,1,,tp/sl
2022-01-14 07:16:00+00:00,-3.8556409950022444e-05,9999.994795716715,1,y,
2022-01-14 07:17:00+00:00,-3.8567900793073114e-05,9999.994757148814,1,y,
2022-01-14 07:18:00+00:00,0.00396136560906627,9999.998718514424,1,,tp/sl
2022-01-14 07:18:00+00:00,0.003961365593792659,10000.002679880017,1,,tp/sl
2022-01-14 07:18:00+00:00,-3.863445495296154e-05,10000.002641245563,1,y,
2022-01-14 07:19:00+00:00,-3.862479466144021e-05,10000.002602620769,1,y,
2022-01-14 07:20:00+00:00,-3.864846603231384e-05,10000.002563972303,1,y,
2022-01-14 07:21:00+00:00,0.00396128180586958,10000.006525254108,1,,tp/sl
2022-01-14 07:21:00+00:00,0.003961281790565388,10000.010486535899,1,,tp/sl
2022-01-14 07:21:00+00:00,0.003961281775265022,10000.014447817673,1,,tp/sl
2022-01-14 07:21:00+00:00,-3.872141165004045e-05,10000.014409096262,1,y,
2022-01-14 07:22:00+00:00,-3.874814055372177e-05,10000.01437034812,1,y,
2022-01-14 07:23:00+00:00,-0.0030387303803344075,10000.011331617741,1,,tp/sl
2022-01-14 07:23:00+00:00,-3.87281456900643e-05,10000.011292889596,1,y,
2022-01-14 07:24:00+00:00,-3.87354891529037e-05,10000.011254154108,1,y,
2022-01-14 07:25:00+00:00,-3.875038966493846e-05,10000.011215403718,1,y,
2022-01-14 07:26:00+00:00,0.0039612130053293245,10000.015176616724,1,,tp/sl
2022-01-14 07:26:00+00:00,0.003961211770937938,10000.019137828494,1,,tp/sl
2022-01-14 07:26:00+00:00,0.003961211755596917,10000.02309904025,1,,tp/sl
2022-01-14 07:26:00+00:00,0.003961211740252987,10000.02706025199,1,,tp/sl
2022-01-14 07:26:00+00:00,-3.879492273048861e-05,10000.027021457068,1,y,
2022-01-14 07:27:00+00:00,0.0039611803059215675,10000.030982637374,1,,tp/sl
2022-01-14 07:27:00+00:00,-3.883263341651999e-05,10000.03094380474,1,y,
2022-01-14 07:28:00+00:00,-0.0030387538786178212,10000.027905050862,1,,tp/sl
2022-01-14 07:29:00+00:00,-3.8720142372377256e-05,10000.02786633072,1,y,
2022-01-14 07:30:00+00:00,-3.87179732451259e-05,10000.027827612746,1,y,
2022-01-14 07:31:00+00:00,-0.00303869281149145,10000.024788919935,1,,tp/sl
2022-01-14 07:31:00+00:00,-0.003038692799725621,10000.021750227135,1,,tp/sl
